over_number,commentary_data,timestamp,match_id
1.3," Marco Jansen to Jitesh Sharma, no run, now, Jitesh Sharma has been adjudged lbw. Another inswinger, beats the batter's inside edge to rap him on the front pad as he looks to work it into the on-side. He was walking forward as well. No bat. Over to ball-tracking and it's swinging down leg. Successful review! ",1681049526915,66236
1.4," Marco Jansen to Jitesh Sharma, , no swing, fullish and angled across, Jitesh Sharma throws his bat for a drive sans any feet movement. Gets a thick outside edge and the ball eludes first slip to his right before running away to third man for four ",1681049558323,66236
1.5," Marco Jansen to Jitesh Sharma, no run, full and swinging in, pushed down the pitch ",1681049590872,66236
1.6," Marco Jansen to Jitesh Sharma, no run, another inswinger, Jitesh Sharma offers a vertical bat to knock it back to Jansen ",1681049624428,66236
2.1," Bhuvneshwar to Dhawan, no run,  Superb delivery. Lands on a good length around off and nibbles away outside off to beat the defensive outside edge of Dhawan. The line forced the batter to poke at it ",1681049675485,66236
2.2," Bhuvneshwar to Dhawan, no run, 130.3kph, short of length delivery, Dhawan jogs down the track and pats it to cover point ",1681049719669,66236
2.2,,1681049719679,66236
2.3," Bhuvneshwar to Dhawan, no run, 126.7kph, shimmies down the track again, moves leg-side on this occasion and cuts straight to backward point ",1681049750286,66236
2.4," Bhuvneshwar to Dhawan, , 131.1kph, Bhuvneshwar goes fuller and wider, no movement and Dhawan pushes it straight of mid-off. Yes, just a push but the timing was spot-on ",1681049782688,66236
2.5," Bhuvneshwar to Dhawan, no run, 133.6kph, Bhuvneshwar pulls his length back by a fraction and squares up the batter as he gets it to nip away a bit. Dhawan awkwardly keeps it out on the off-side ",1681049830624,66236
2.6," Bhuvneshwar to Dhawan, , aerial and four! Dhawan comes down the track, negates any movement and opens his bat-face to drive it up and over the covers ",1681049868726,66236
3.1," Marco Jansen to Jitesh Sharma, no run, 135.2kph, short of length ball with extra bounce, hits Jitesh Sharma high on the bat before going towards mid-off ",1681049920913,66236
3.1,,1681049920923,66236
3.2," Marco Jansen to Jitesh Sharma, no run, pitched up delivery, driven off the front foot but straight to cover ",1681049953033,66236
3.2," Marco Jansen to Jitesh Sharma, no run, pitched up delivery, driven off the front foot but straight to cover ",1681049953033,66236
3.3," Marco Jansen to Jitesh Sharma, no run, 134kph, well-directed short ball, just above the shoulder and Jitesh Sharma sways away from it ",1681049987983,66236
3.4," Marco Jansen to Jitesh Sharma, no run, pitched up delivery, driven straight to mid-off ",1681050019630,66236
3.4," Marco Jansen to Jitesh Sharma,  Caught!! ",1681050053764,66236
3.5,"Marco Jansen to Jitesh Sharma,  Caught by Markram!! Straight to mid-off! , length ball, Jitesh Sharma neither gets the required elevation nor does he get the placement right. Plays an uppish drive and it's catching practice for Markram at mid-off. After four dots, Jitesh was forced to take a risk and he perishes. ",1681050055372,66236
3.5,Two slips in place...,1681050058372,66236
3.5,,1681050134252,66236
3.5, PBKS missing the services of Bhanuka Rajapaksa badly.,1681050134253,66236
3.6," Marco Jansen to Sam Curran, no run, 139.5kph, full and angled in on middle and leg, pushed to mid-off.  ",1681050173487,66236
3.6,,1681050242458,66236
4.1," T Natarajan to Dhawan, 1 run, 126.7kph, length ball angled in, Dhawan jogs down and drives towards mid-off for a quick single ",1681050248780,66236
4.2," T Natarajan to Sam Curran, no run, 132.2kph, in-slanting length ball, tapped to cover ",1681050287211,66236
4.3," T Natarajan to Sam Curran, 1 run, 130.9kph, punched to the right of mid-off for a sharp single. The fielder has a shy at the sticks at the non-striker's end. A direct-hit would have made things interesting ",1681050332028,66236
4.4," T Natarajan to Dhawan, , 130.4kph, fullish delivery with a bit of away swing, Dhawan slices the drive and the ball falls short of the backward point fielder. Washington Sundar got a hand on it but the ball still had the legs to reach the fence. The ball actually spun away and hence the fielder couldn't stop it ",1681050375181,66236
4.5," T Natarajan to Dhawan, 2 runs, skips down the track and whips away to deep mid-wicket ",1681050417541,66236
4.6," T Natarajan to Dhawan, no run, 133.9kph, Dhawan jogs down the track to block this in-angler back to Natarajan ",1681050459214,66236
5.1," Marco Jansen to Sam Curran, , wow! 135.2kph, short of length delivery marginally outside off, Sam Curran stands tall and slams it over long-on for a 92m six. Stand and deliver ",1681050535705,66236
5.2," Marco Jansen to Sam Curran, , four more! Shaping away outside off on a good length, Sam Curran throws his arms at it to flay it up and over the covers. Too wide and Curran pounced! ",1681050573433,66236
5.3," Marco Jansen to Sam Curran, no run, , fuller and angled in, pushed to mid-off ",1681050621589,66236
5.4," Marco Jansen to Sam Curran, 1 run, 135.9kph, back of a length delivery, a hopping Curran taps it in front of backward point. Dhawan calls for the single and a direct hit at the keeper's end would have been curtains for the skipper ",1681050659242,66236
5.5," Marco Jansen to Dhawan, no run, 125.8kph, slower delivery on a good length, Dhawan blocks it back to the bowler ",1681050707031,66236
5.5," Marco Jansen to Dhawan, no run, 125.8kph, slower delivery on a good length, Dhawan blocks it back to the bowler ",1681050707031,66236
5.5,Some disturbance behind the bowler as Jansen runs in and Dhawan moves away...,1681050710031,66236
5.6," Marco Jansen to Dhawan, no run, 137.6kph, in-slanter, tapped to cover point and Dhawan eyes a single. Gets rightly sent back ",1681050779777,66236
5.6,,1681050779787,66236
5.6,,1681050843059,66236
6.1," Washington Sundar to Sam Curran, , 92.5kph, Sam Curran greets Washington Sundar with a boundary. Shortish ball spinning away outside off, Curran rocks back quickly and slaps the cut through extra cover ",1681050882413,66236
6.2," Washington Sundar to Sam Curran, 1 run, 96.4kph, darted in on a length, knocked to long-on ",1681050913587,66236
6.3," Washington Sundar to Dhawan, no run, 94.9kph, no room on offer, fired in from a length, punched back to the bowler ",1681050939250,66236
6.4," Washington Sundar to Dhawan, no run, , quicker ball, Dhawan shapes up to pull and only manages to get an inside edge onto his boot ",1681050959103,66236
6.5," Washington Sundar to Dhawan, 1 run, 98.3kph, full on middle and leg, worked through mid-wicket ",1681050979578,66236
6.6," Washington Sundar to Sam Curran, no run, 93.2kph, length ball around off, pushed to the right of the bowler ",1681051007172,66236
6.6,,1681051080064,66236
7.1," T Natarajan to Dhawan, , Natarajan goes full and in the slot on the stumps, Dhawan gets forward and lofts straight down the ground, takes four ",1681051113804,66236
7.2," T Natarajan to Dhawan, 1 run, back of a length outside off, Dhawan punches to sweeper cover ",1681051148602,66236
7.3," T Natarajan to Sam Curran, 1 run, slower ball off-cutter outside off, Sam Curran goes for a big drive and the thick inside-edge flies away through the vacant mid-wicket area ",1681051192928,66236
7.4," T Natarajan to Dhawan, no run, back of a length outside off, Dhawan punches to backward point ",1681051226251,66236
7.5," T Natarajan to Dhawan, , fabulous late-cut. A back of a length delivery just outside off, Dhawan delays the cut and sends it to the left of backward point, races away ",1681051271181,66236
7.6," T Natarajan to Dhawan, 1 run, slower ball off-cutter on off, Dhawan gets forward to drive to long-on ",1681051321504,66236
7.6,,1681051383071,66236
8.1," Markande to Dhawan, 1 run, tossed up legbreak outside off, Dhawan gets forward to drive to long-off ",1681051399076,66236
8.1," Markande to Dhawan, 1 run, tossed up legbreak outside off, Dhawan gets forward to drive to long-off ",1681051399076,66236
8.2," Markande to Sam Curran, no run, flat good length delivery outside off, Sam Curran mistimes the cut to cover ",1681051427447,66236
8.3," Markande to Sam Curran, , Sam Curran is looking to be positive, this skids on outside off, fraction short and Curran cuts between two fielders at backward point ",1681051447699,66236
8.4," Markande to Sam Curran, no run, nicely tossed up googly outside off, left alone ",1681051477967,66236
8.4," Markande to Sam Curran,  Caught!! ",1681051501462,66236
8.5," Markande to Sam Curran,  Caught by Bhuvneshwar!! Superbly bowled, deceived Sam Curran who was charging down, bowled it slower and wider outside off, the googly as well, Curran swipes across the line and the thick outside-edge loops to short third man.  ",1681051506468,66236
8.5, PBKS looked be recovering through this stand between Sam Curran and Dhawan but the former's wicket has again placed them in trouble. Dhawan though is looking good and will have to stay till the end.,1681051509468,66236
8.5,,1681051512468,66236
8.5,,1681051734851,66236
8.6," Markande to Raza, 1 run, risky shot that but Raza gets bat on the sweep, had he missed that, was right in front of off-stump too, is off the mark with a single to deep backward square leg ",1681051752153,66236
8.6,,1681051809966,66236
9.1," Umran Malik to Raza, , slides down leg, the length delivery and Raza misses the flick ",1681051837286,66236
9.1," Umran Malik to Raza, no run, back of a length on off, Raza punches to cover. Just the 139.8kph on that ball ",1681051862915,66236
9.2," Umran Malik to Raza, 2 runs, short of length just outside off, Raza punches wide of sweeper cover and comes back for a couple ",1681051900857,66236
9.3," Umran Malik to Raza, no run, back of a length and angling into off-stump, cramps Raza up who is looking to pull, inside-edges it and rolls back ",1681051933535,66236
9.4," Umran Malik to Raza, 2 runs, mid-on was inside and Raza gets lucky. 147.7kph, short of length outside off, Raza pulls and just clears Bhuvi at mid-on ",1681051976167,66236
9.4," Umran Malik to Raza,  Caught!! ",1681052022011,66236
9.5," Umran Malik to Raza,  Caught by Mayank!! Disappointing end for Raza once again. Did he not know that third man was fine? Good short ball, angling into Raza and always following him, Raza arches back and ramps it, but does not get the elevation to clear Mayank. The Impact sub too goes cheaply and SRH well on top.  ",1681052023147,66236
9.5,,1681052063899,66236
9.6," Umran Malik to Shahrukh Khan, , wow! 150.4kph short of length delivery heading to off and SRK has punched this after standing tall wide of mid-off. Talk about meeting fire with fire ",1681052138021,66236
9.6," Umran Malik to Shahrukh Khan, , wow! 150.4kph short of length delivery heading to off and SRK has punched this after standing tall wide of mid-off. Talk about meeting fire with fire ",1681052138021,66236
9.6," This looks like a more settled combo from SRH, irrespective of the impact sub. If they can win today, watch out other teams!!",1681052138022,66236
10.1," Markande to Dhawan, no run, nice googly  outside off, tossed up and Dhawan nearly falls over as he misses the drive, Klaasen has the bails off but Dhawan's back foot is in ",1681052199822,66236
10.2," Markande to Dhawan, 1 run, flat good length outside off, punched to sweeper cover ",1681052228274,66236
10.3," Markande to Shahrukh Khan, no run, Markande is bowling really well, rips the legbreak past the push of SRK, flat trajectory, Klaasen has the bails off but SRK is in. No bat as UltraEdge confirms ",1681052273094,66236
10.3," Markande to Shahrukh Khan,  Lbw!! ",1681052374221,66236
10.4," Markande to Shahrukh Khan,  Lbw!! SRK is plumb LBW here but takes the review. He has a word with Dhawan and the skipper signals. What a lovely googly and SRK has no clue, the bat is miles from the ball as it comes down for the forward defence, the ball raps the pads and you don't get plumber LBWs than that. Hang on - it is just ump's call on clipping leg-stump, but that will do. The review is not lost as well. The googly spun and to the naked eye it looked to be crashing into the stumps.  ",1681052375779,66236
10.4,,1681052469866,66236
10.5," Markande to Harpreet Brar, 1 run, tossed up full outside off, Harpreet Brar gets forward to drive to long-off ",1681052509540,66236
10.6," Markande to Dhawan, 1 run, too full outside off, Dhawan gets forward to drive to long-off ",1681052532310,66236
11.1," Umran Malik to Dhawan, 1 run, Umran Malik round the wicket, 144kph back of a length delivery outside off, cut to sweeper cover ",1681052599779,66236
11.1," Umran Malik to Harpreet Brar,  Bowled!! ",1681052635127,66236
11.2," Umran Malik to Harpreet Brar,  Bowled!! Knocked him over. 148kph length delivery angling into off and middle, zips off the deck, right through the forward defence of Harpreet Brar who left a tiny gap for the ball to burst through. Umran Malik punches the air in his trademark celebration.  ",1681052636576,66236
11.2,I0$,1681052639576,66236
11.2,,1681052738376,66236
11.3," Umran Malik to Rahul Chahar, no run,  Umran does not know it, umpire Bruce Oxenford mentions that to him. 148.5kph, rocket but full down leg, Rahul Chahar shuffles across and flicks, so , UltraEdge picks up the spike. No wonder Umran was so excited ",1681052779450,66236
11.3," How crucial was Bhanuka to the team. Had he been there and counterattacked SRH, they would've had a chance to post a good total and would've bought in Rabada as impact, who is lethal with Ellis. All that is a theory now.",1681052779451,66236
11.3,A wide slip in,1681052782450,66236
11.4," Umran Malik to Rahul Chahar, no run, short of length on off, Rahul Chahar gets right behind the line to defend ",1681052815162,66236
11.5," Umran Malik to Rahul Chahar, no run, fuller than a good length and attacking off-stump, Rahul Chahar shuffles across and defends to short mid-wicket ",1681052849674,66236
11.5," But hang on here - the third ump is checking for a caught behind as per the protocols. Thankfully for Chahar a flat line on UltraEdge. So we move on. Will this be a wide? The third ump feels Chahar has moved from his original position to the off-side, so no wide",1681052852674,66236
11.6," Umran Malik to Rahul Chahar, no run, down leg, short of length and Rahul Chahar shuffles across slightly to pull, misses, close to the bat and glove, ump shakes his head as Chahar looks for the wide. Dhawan reviews. They check for a caught behind first and then the third ump feels that Chahar has moved, so no wide.  ",1681053050647,66236
11.6," Umran Malik to Rahul Chahar, no run, down leg, short of length and Rahul Chahar shuffles across slightly to pull, misses, close to the bat and glove, ump shakes his head as Chahar looks for the wide. Dhawan reviews. They check for a caught behind first and then the third ump feels that Chahar has moved, so no wide.  ",1681053050647,66236
12.1," Markande to Dhawan, 1 run, flat good length outside off, tapped to the cover-point region ",1681053068722,66236
12.2," Markande to Rahul Chahar, no run, tossed up on off, Rahul Chahar gets forward to block ",1681053094447,66236
12.3," Markande to Rahul Chahar, no run, good length and hint of width outside off, Rahul Chahar dabs late but Markram at slip dives to his right to save runs ",1681053110264,66236
12.4," Markande to Rahul Chahar, no run, pushed through from the front of the hand, no spin, length ball outside off, punched to cover ",1681053125162,66236
12.4, This looks plumb too. Unless Rahul Chahar has got outside off which I'm certain he has not. Gone,1681053128162,66236
12.4," Markande to Rahul Chahar,  Lbw!! ",1681053226795,66236
12.5," Markande to Rahul Chahar,  Lbw!! Another ump's call - this time on impact and Rahul Chahar has to go. Fair call from umpire Ulhas Gandhe to give that out. The tossed up googly outside off, Chahar goes for a big slogsweep without picking it, misses, is hit on the back leg, the ump thinks it's out and the review shows ball-tracking to be ump's call on impact on off-stump and crashing into the stumps. PBKS sinking badly.  ",1681053230146,66236
12.5,,1681053304372,66236
12.6," Markande to Nathan Ellis, no run, too full outside off, Nathan Ellis pushes to mid-off but Dhawan is in no mood to go to the other end ",1681053311633,66236
13.1," Umran Malik to Dhawan, , 147.3kph, short of length delivery outside off and it went off the bat even faster. Dhawan slashes the cut and sends it to the third man fence ",1681053396818,66236
13.1, It was written before the start of the innings that Punjab are the only unbeaten side till now. Seems like it's gonna change in an hour unless Arsh and Ellis pull off a miracle which is next to impossible. But we witnessed Rinku just few hours earlier ... anything can happen,1681053396819,66236
13.2," Umran Malik to Dhawan, no run, 145.2kph, short of length delivery tucking up Dhawan on the body, he misses the pull, is hit on the thigh ",1681053429974,66236
13.3," Umran Malik to Dhawan, 1 run, short of length angling into the thighs, Dhawan whips it to fine-leg and takes the single ",1681053476159,66236
13.4," Umran Malik to Nathan Ellis, no run, 144.2kph and Umran Malik goes full on leg-stump, Nathan Ellis is not bothered to come in line, stays leg-side of the ball and flicks to mid-wicket ",1681053511771,66236
13.5," Umran Malik to Nathan Ellis, no run, 144.9kph, back of a length just outside off, Nathan Ellis mistimes the pull, rolls away towards mid-on ",1681053549470,66236
13.6," Umran Malik to Nathan Ellis, no run, 144.3kph, full on off, Nathan Ellis plays a nice drive with an open face to sweeper cover but Dhawan does not want the run ",1681053601263,66236
14.1," Markande to Dhawan, no run, tossed up googly on middle, Dhawan gets forward to drive and it skews off a thick outside-edge to backward point ",1681053665918,66236
14.2," Markande to Dhawan, no run, slower and the legbreak spins back in, Dhawan is early into the pull, misses, is hit on the body, impact may have been just outside off ",1681053681882,66236
14.3," Markande to Dhawan, no run, slower legbreak on the stumps, Dhawan plays a perfect forward defence ",1681053696538,66236
14.4," Markande to Dhawan, , tossed up and Dhawan shimmies down the track to loft, was the googly but he got to the pitch and slammed it straight down the ground ",1681053714608,66236
14.4," Markande to Dhawan, , tossed up and Dhawan shimmies down the track to loft, was the googly but he got to the pitch and slammed it straight down the ground ",1681053714608,66236
14.5," Markande to Dhawan, 1 run, full on leg-stump, Dhawan sweeps to deep square leg ",1681053742168,66236
14.5," Markande to Nathan Ellis,  Bowled!! ",1681053771676,66236
14.6," Markande to Nathan Ellis,  Bowled!! What a daft shot. Dhawan must be livid. What was Nathan Ellis trying to do there. Last ball of Markande's spell and Ellis tries a fancy reverse-sweep to a googly, misses and the ball turns in to hit off and middle. Markande finishes with a four-fer.  ",1681053775531,66236
14.6, Mayank Markande worked hard for a comeback into IPL.Deserved wicket every one of those!!,1681053775532,66236
14.6,,1681053775541,66236
14.6,,1681053860967,66236
14.6,,1681053868393,66236
15.1," T Natarajan to Dhawan, no run, yorker length outside off, Dhawan drives to long-off. Does not take the single and understandably ",1681053889661,66236
15.2," T Natarajan to Dhawan, no run, good stop by backward point who gets across and cuts it off with a dive to his right, Dhawan shuffles across way outside off and then Natarajan follows him there, dabbed away in the end ",1681053927509,66236
15.3," T Natarajan to Dhawan, no run, low full-toss on the stumps, Dhawan mistimes the drive to long-off ",1681053962749,66236
15.4," T Natarajan to Dhawan, ,  But he has been the lone man standing. A slower ball off-cutter outside off, slugged meatily into the crowd at deep mid-wicket ",1681053995730,66236
15.5," T Natarajan to Dhawan, , six more. Dhawan waits and waits before shuffling across, this is a low full-toss outside off, scooped over fine-leg, clears the short boundary on the full ",1681054036249,66236
15.5,Natarajan runs in and then stops. Has to come again,1681054039249,66236
15.6," T Natarajan to Dhawan, 1 run, perfect result for PBKS and Dhawan. Full outside off, he comes down the track and drives to long-off ",1681054099516,66236
15.6," It has been just Dhawan and nothing else. With four overs left, and just a wicket left, it's all on Dhawan or nothing for PBKS.",1681054102516,66236
15.6,,1681054102526,66236
15.6,,1681054102536,66236
15.6,,1681054274459,66236
16.1," Bhuvneshwar to Dhawan, no run, beautiful yorker on middle, Dhawan was going low to either sweep or scoop but can only tap it back. Wry smiles from both Dhawan and Bhuvneshwar ",1681054292866,66236
16.2," Bhuvneshwar to Dhawan, , full down leg, Dhawan flicks it away effortlessly wide of fine-leg, placed it to the deep backward square leg fence ",1681054338517,66236
16.2," Bhuvneshwar to Dhawan, , full down leg, Dhawan flicks it away effortlessly wide of fine-leg, placed it to the deep backward square leg fence ",1681054338517,66236
16.2,Dhawan now holds the Orange Cap too,1681054341517,66236
16.3," Bhuvneshwar to Dhawan, no run,  A low full-toss on the stumps, Dhawan punches it back, Bhuvneshwar can't hang on as it slips out ",1681054377898,66236
16.4," Bhuvneshwar to Dhawan, 1 run, Dhawan hints that he is going for the scoop, it's short of length on the stumps, so he taps it to the vacant mid-wicket area. Takes the single ",1681054412998,66236
16.4,Two balls left for Mohit Rathee to survive. A wide slip in too,1681054415998,66236
16.5," Bhuvneshwar to Mohit Rathee, 1 run, short of length outside off, Mohit Rathee opens the face of the bat and runs it down to third man ",1681054469685,66236
16.5,Bhuvneshwar has a chat with Markram about field placings.,1681054472685,66236
16.5, Is this too high? It's over the head of Dhawan so a wide,1681054475685,66236
16.6," Bhuvneshwar to Dhawan, , dug in short on the stumps, Dhawan lets it go as it is over the head, wide called. SRH review and lose it ",1681054584190,66236
16.6," Bhuvneshwar to Dhawan, leg byes, 1 run, Markram asks umpire Ulhas Gandhe if they have a review left?  A short of length delivery on the stumps, did it pitch in line? Dhawan tucks across the line and misses, rapped on the thigh and Bhuvneshwar wants an LBW decision. Does not get it. Looked to be high ",1681054633518,66236
16.6,,1681054688860,66236
17.1," Umran Malik to Dhawan, no run, back of a length outside off, Dhawan slashes it to sweeper cover on the bounce ",1681054712781,66236
17.2,"Umran Malik to Dhawan, , six more. It's short of length outside off, Dhawan pulls and the top-edge carries to Bhuvi at fine-leg who does not judge it well, , his momentum was taking him over, the ball falls out of the hands and outside the cushions. Bhuvi never looked like taking that",1681054749835,66236
17.3," Umran Malik to Dhawan, , superb shot. Full outside off, in the slot, Dhawan just short-arm jabs the loft and easily clears mid-off, one bounce over the ropes ",1681054787695,66236
17.4," Umran Malik to Dhawan, no run, back of a length outside off, 146kph, Dhawan pulls and misses ",1681054832440,66236
17.5," Umran Malik to Dhawan, , 144.5kph, short on off, Dhawan is rushed but pulls and another top-edge carries over the fence, this time over deep backward square leg ",1681054871369,66236
17.5,I0$ I'm not sure how that works!,1681054874369,66236
17.6," Umran Malik to Dhawan, 1 run, short of length into the body, Dhawan tucks to the vacant mid-wicket area for a single and retains the strike with that run ",1681054917309,66236
17.6," This is now the highest 10th wicket partnership in IPL history, bettering 31* between Tom Curran & Ankit Rajpoot for RR against KKR in Dubai in 2020.",1681054917319,66236
18.1," Bhuvneshwar to Dhawan, no run, Bhuvneshwar does well, follows Dhawan outside the leg-stump as he backs away, cramps him, the short of length delivery is punched to cover ",1681054972843,66236
18.1," Bhuvneshwar to Dhawan, no run, Bhuvneshwar does well, follows Dhawan outside the leg-stump as he backs away, cramps him, the short of length delivery is punched to cover ",1681054972843,66236
